Sl no.,GSTIN/UIN of Customer,Name of the Customer,Invoice No.,Is Memo,Invoice Date,Invoice Val,HSN,Product Name,Taxable Val,SGST/UTGST Rate,SGST/UTGST(Rs), CGST Rate,CGST(Rs),IGST Rate,IGST(Rs),CESS Rate,CESS(Rs),ADDITIONAL CESS Rate,ADDITIONAL CESS(Rs),Pos(State Code),UOM,QTY,RATE,Payment Mode
3922,,,4121026208,0,11-03-2022,1791,, Fiesta Garlic Bread,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,55,Cash
3923,,,4121026208,0,11-03-2022,1791,,Prasuma Cheesy Spicy Veg Momos,263.4,6.00%,15.8,6.00%,15.8,-,-,-,-,-,-,27,PC,1,295,Cash
3924,,Dunzo,4121026209,0,11-03-2022,614,,Nutella & Go,235,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,235,Cash
3925,,Dunzo,4121026209,0,11-03-2022,614,,monster,250,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,250,Cash
3926,,Dunzo,4121026209,0,11-03-2022,614,1902,Nongshim Shrimp Hot & Spicy Cracker 75 gm,83.9,9.00%,7.55,9.00%,7.55,-,-,-,-,-,-,27,PC,1,99,Cash
3927,,Dunzo,4121026209,0,11-03-2022,614,,TONG GARDEN COCONUT FLAVER COAT PEAN 60G,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
3928,,,4121026210,0,11-03-2022,199,,Colombian green coffee Arabica powder 200gm,189.54,2.50%,4.73,2.50%,4.73,-,-,-,-,-,-,27,PC,1,199,Cash
3929,,,4121026211,0,11-03-2022,325,,Hersheys Kisses Almonds 100.8gm,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
3930,,,4121026211,0,11-03-2022,325,,8.90243E+12,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,140,Cash
3931,,,4121026211,0,11-03-2022,325,18069010,Snickers 50 gm,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
3932,,,4121026212,0,11-03-2022,112.5,19059020,Dukes Wafers - Waffy (Strawberry Flavor) 75 Gm Pouch,19.08,9.00%,1.71,9.00%,1.71,-,-,-,-,-,-,27,PC,1,22.5,Cash
3933,,,4121026212,0,11-03-2022,112.5,210690,Salsalito Cornchips Swt&Zsty Jalpno 180G,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
3934,,,4121026213,0,11-03-2022,460,2102,Nerds Cherry & Watermelon,294.66,6.00%,17.67,6.00%,17.67,-,-,-,-,-,-,27,PC,2,165,Cash
3935,,,4121026213,0,11-03-2022,460,,Campfire Marshmallow,130,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,130,Cash
3936,,,4121026214,0,11-03-2022,35,210690,Cornitos Barbeque Nacho Chips 60G,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
3937,,,4121026215,0,11-03-2022,115,,zubi,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
3938,,,4121026215,0,11-03-2022,115,18069010,Snickers 50 gm,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
3939,,,4121026215,0,11-03-2022,115,,SAAPPHIRE CASHEW,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
3940,,,4121026216,0,11-03-2022,150,19023090,Samyang 2X Spicy Hot Chicken Flavor Ramen 140 Gm,133.94,6.00%,8.03,6.00%,8.03,-,-,-,-,-,-,27,PC,1,150,Cash
3941,,,4121026217,0,11-03-2022,270,,Hersheys Creamy Milk 40gm,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
3942,,,4121026217,0,11-03-2022,270,,7.61304E+12,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
3943,,,4121026217,0,11-03-2022,270,,Rainbow Belt Sourpunk,4.48,6.00%,0.26,6.00%,0.26,-,-,-,-,-,-,27,PC,1,5,Cash
3944,,,4121026217,0,11-03-2022,270,,Hersheys Exotic Dark Blueberry 33 Gm,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
3945,,,4121026217,0,11-03-2022,270,,Hershys Exotic Dark Pomegranate Chocolate 33 Gm,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
3946,,,4121026217,0,11-03-2022,270,,Biskitop Coffee Biscuits,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
3947,,,4121026218,0,11-03-2022,90,220210,Fanta 750Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
3948,,,4121026218,0,11-03-2022,90,1905,Fiesta Fruity Muffins 6Nos,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
3949,,Dunzo,4121026219,0,11-03-2022,866,,Monster Mango,796,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,4,199,Cash
3950,,Dunzo,4121026219,0,11-03-2022,866,1704,SOUR PUNK APPLE,50.86,9.00%,4.57,9.00%,4.57,-,-,-,-,-,-,27,PC,2,30,Cash
3951,,Dunzo,4121026219,0,11-03-2022,866,1806,Jolly Rancher Lollipop,8.94,6.00%,0.53,6.00%,0.53,-,-,-,-,-,-,27,PC,2,5,Cash
3952,,,4121026220,0,11-03-2022,100,,Amul kool Badam,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
3953,,,4121026220,0,11-03-2022,100,,Paper Boat Buttermilk,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
3954,,,4121026220,0,11-03-2022,100,,paper boat lassi,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,3,20,Cash
3955,,,4121026221,0,11-03-2022,235,,Milka,185,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,185,Cash
3956,,,4121026221,0,11-03-2022,235,21069099,Doublemint Pepermint  Bottle,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
3957,,,4121026222,0,11-03-2022,45,18069010,Snickers 50 gm,38.14,9.00%,3.43,9.00%,3.43,-,-,-,-,-,-,27,PC,1,45,Cash
3958,,,4121026223,0,11-03-2022,110,406,Amul Processed Cheese 200 Gms,98.22,6.00%,5.89,6.00%,5.89,-,-,-,-,-,-,27,PC,1,110,Cash
3959,,Dunzo,4121026224,0,11-03-2022,865,,Shreenath Baby Corn,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
3960,,Dunzo,4121026224,0,11-03-2022,865,,Shreenath Cherry Tomato Red,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
3961,,Dunzo,4121026224,0,11-03-2022,865,210690,Tex Mex Salsalito Trtla Chip Chees 200 G,80.36,6.00%,4.82,6.00%,4.82,-,-,-,-,-,-,27,PC,1,90,Cash
3962,,Dunzo,4121026224,0,11-03-2022,865,,MOOZ ricotta,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,1,200,Cash
3963,,Dunzo,4121026224,0,11-03-2022,865,,Nutoras Mozzarella Cheese Shreds,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,1,200,Cash
3964,,Dunzo,4121026224,0,11-03-2022,865,,Nutoras Parmesan Cheese,276.8,6.00%,16.6,6.00%,16.6,-,-,-,-,-,-,27,PC,1,310,Cash
3965,,,4121026225,0,11-03-2022,159,,Fruit Vegetables,159,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,159,Cash
3966,,,4121026226,0,11-03-2022,40,220210,Coca Cola 300 Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
3967,,,4121026227,0,11-03-2022,80,70049020,Zubi Lollies 80 Gm,71.44,6.00%,4.28,6.00%,4.28,-,-,-,-,-,-,27,PC,1,80,Cash
3968,,,4121026228,0,11-03-2022,125,,Fruit Vegetables,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
3969,,,4121026228,0,11-03-2022,125,,Thai basil,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
3970,,,4121026228,0,11-03-2022,125,,Shreenath Kafir Lime Leaves,25,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,25,Cash
3971,,,4121026228,0,11-03-2022,125,,SAAPPHIRE CASHEW,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
3972,,Dunzo,4121026229,0,11-03-2022,155,1905,Cocoa Whole Wheat Bread W/Herbs 400gm,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,80,Cash
3973,,Dunzo,4121026229,0,11-03-2022,155,,Fiesta Burger Bun,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,3,25,Cash
3974,,,4121026230,0,11-03-2022,1561,2209,Fruitella Strawberry,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,1,60,Cash
3975,,,4121026230,0,11-03-2022,1561,21069099, Orbit Chewing Gum - Mixed Fruit Sugarfree 22 Am,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
3976,,,4121026230,0,11-03-2022,1561,2103,AG Mayonnaise gluten free Lite 473 Ml,320,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,320,Cash
3977,,,4121026230,0,11-03-2022,1561,,banana chips,145,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,145,Cash
3978,,,4121026230,0,11-03-2022,1561,, Kerala Plain Banana Chips 225 VM,138.1,2.50%,3.45,2.50%,3.45,-,-,-,-,-,-,27,PC,1,145,Cash
3979,,,4121026230,0,11-03-2022,1561,,Hersheys Cookes 'N' Creme 100gm,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,1,140,Cash
3980,,,4121026230,0,11-03-2022,1561,,pocky,110,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,110,Cash
3981,,,4121026230,0,11-03-2022,1561,2106,Amul Garlic & Herbs Buttery Spread 100Gm,91.08,6.00%,5.46,6.00%,5.46,-,-,-,-,-,-,27,PC,2,51,Cash
3982,,,4121026230,0,11-03-2022,1561,22029030,Schweppes Ginger Ale Can 300Ml Pack Of 2,142.88,14.00%,19.99,14.00%,19.99,-,-,12.00%,17.14,-,-,27,PC,4,50,Cash
3983,,,4121026230,0,11-03-2022,1561,,Doublemint Strawberry flavour,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
3984,,,4121026230,0,11-03-2022,1561,17049020,Skittles Orignal 33.6 VM,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
3985,,,4121026230,0,11-03-2022,1561,1704,Skittles Wild Berry 33.6 gm,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,2,50,Cash
3986,,,4121026230,0,11-03-2022,1561,,Thaindo Sriracha Chilly Sauce Hot 300gm,79.48,6.00%,4.76,6.00%,4.76,-,-,-,-,-,-,27,PC,1,89,Cash
3987,,,4121026231,0,11-03-2022,50,2106,Life N Fit Soya Stic 200G,47.62,2.50%,1.19,2.50%,1.19,-,-,-,-,-,-,27,PC,1,50,Cash
3988,,,4121026232,0,11-03-2022,539,,Mini Oreo,199,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,199,Cash
3989,,,4121026232,0,11-03-2022,539,210690,Pringles Original 165 G,205.36,6.00%,12.32,6.00%,12.32,-,-,-,-,-,-,27,PC,1,230,Cash
3990,,,4121026232,0,11-03-2022,539,19059020,Pickwick Strawberry Creamy Wafer 75 Gms,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
3991,,,4121026232,0,11-03-2022,539,,stroopwafel cocoa fudge,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
3992,,,4121026233,0,11-03-2022,375,,Disano Coconut Oil 500ml,357.16,2.50%,8.92,2.50%,8.92,-,-,-,-,-,-,27,PC,1,375,Cash
3993,,,4121026234,0,11-03-2022,79,,Coolberg Mint Beer,70.54,6.00%,4.23,6.00%,4.23,-,-,-,-,-,-,27,PC,1,79,Cash
3994,,,4121026235,0,11-03-2022,115,19023090,Samyang 2X Spicy Hot Chicken Ramen Cup 70 Gm,102.68,6.00%,6.16,6.00%,6.16,-,-,-,-,-,-,27,PC,1,115,Cash
3995,,,4121026236,0,11-03-2022,140,17049020,Skittles Orignal 33.6 VM,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
3996,,,4121026236,0,11-03-2022,140,22029030,PB Aamras Drink 250 Ml,53.58,6.00%,3.21,6.00%,3.21,-,-,-,-,-,-,27,PC,2,30,Cash
3997,,,4121026236,0,11-03-2022,140,,Strawberry Donut,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
3998,,,4121026237,0,11-03-2022,115,220210,Thums Up 750Ml,28.6,14.00%,3.99,14.00%,3.99,-,-,12.00%,3.42,-,-,27,PC,1,40,Cash
3999,,,4121026237,0,11-03-2022,115,190532,Dukes Waffy Chico Roll 250Gm,63.56,9.00%,5.72,9.00%,5.72,-,-,-,-,-,-,27,PC,1,75,Cash
4000,,Dunzo,4121026238,0,11-03-2022,250,,Potato Biscut,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,25,Cash
4001,,Dunzo,4121026238,0,11-03-2022,250,,Continental This Is Hazelnut Premix Crm Coff,169.5,9.00%,15.25,9.00%,15.25,-,-,-,-,-,-,27,PC,2,100,Cash
4002,,,4121026239,0,11-03-2022,849,,M&M Chocolate,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
4003,,,4121026239,0,11-03-2022,849,,SE  Didier &  Frank 57%  Dark Chocolate With Mocha,253.4,9.00%,22.8,9.00%,22.8,-,-,-,-,-,-,27,PC,1,299,Cash
4004,,,4121026239,0,11-03-2022,849,,Venetto Assortment Milk Chocolate,450,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,450,Cash
4005,,,4121026240,0,11-03-2022,40,,Paper Boat Buttermilk,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,20,Cash
4006,,,4121026241,0,11-03-2022,30,2106,Amul Kool Koko Can  200 Ml,25.44,9.00%,2.28,9.00%,2.28,-,-,-,-,-,-,27,PC,1,30,Cash
4007,,,4121026242,0,11-03-2022,629,,Nutella,220,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,220,Cash
4008,,,4121026242,0,11-03-2022,629,,Lotus Biscoff,299,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,299,Cash
4009,,,4121026242,0,11-03-2022,629,,Jolly Roncher,8.94,6.00%,0.53,6.00%,0.53,-,-,-,-,-,-,27,PC,1,10,Cash
4010,,,4121026242,0,11-03-2022,629,,Skittels Wildberry,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,1,100,Cash
4011,,,4121026243,0,11-03-2022,130,21050000,Baskin Robbins Stick Vanilla N Choc 65Ml,110.18,9.00%,9.91,9.00%,9.91,-,-,-,-,-,-,27,PC,2,65,Cash
4012,,,4121026244,0,11-03-2022,1150,4818,Selpak Toilet Tissue Spa - Powder Scented 100 X 124 Mm Pouch,275.44,9.00%,24.78,9.00%,24.78,-,-,-,-,-,-,27,PC,1,325,Cash
4013,,,4121026244,0,11-03-2022,1150,,Real good Chicken Breast Boneless 450 Gm,825,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,3,275,Cash
4014,,,4121026245,0,11-03-2022,519,,Times Selection Of Hazelnut Waffle Pralins,157.16,20.00%,31.42,20.00%,31.42,-,-,-,-,-,-,27,PC,1,220,Cash
4015,,,4121026245,0,11-03-2022,519,,SE DidierFrank Dark Chocolate Rosted Almond 100 Gm,253.4,9.00%,22.8,9.00%,22.8,-,-,-,-,-,-,27,PC,1,299,Cash
4016,,,4121026246,0,11-03-2022,20,20098910,PB Orange,17.86,6.00%,1.07,6.00%,1.07,-,-,-,-,-,-,27,PC,1,20,Cash
4017,,,4121026247,0,11-03-2022,32,,SAAPPHIRE CASHEW,32,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
4018,,,4121026248,0,11-03-2022,120,,8.90608E+12,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,6,20,Cash
4019,,,4121026249,0,11-03-2022,150,,Pro Nature Organic Chia Seeds 150 VM,142.86,2.50%,3.57,2.50%,3.57,-,-,-,-,-,-,27,PC,1,150,Cash
4020,,,4121026250,0,11-03-2022,505,204,Zorabian Chicken leg Boneless 450gm,250,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,250,Cash
4021,,,4121026250,0,11-03-2022,505,2103,Zorabian Drumsticks Skinless 500gm,255,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,255,Cash
4022,,,4121026251,0,11-03-2022,235,1806,Ferrero Rocher 3T 37.5gm,101.7,9.00%,9.15,9.00%,9.15,-,-,-,-,-,-,27,PC,1,120,Cash
4023,,,4121026251,0,11-03-2022,235,19023090,Samyang 2X Spicy Hot Chicken Ramen Cup 70 Gm,102.68,6.00%,6.16,6.00%,6.16,-,-,-,-,-,-,27,PC,1,115,Cash
4024,,,4121026252,0,11-03-2022,35,,Epigamia Chocolate,35,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,35,Cash
4025,,,4121026253,0,11-03-2022,140,,Galaxy Milk Chocolate,140,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,140,Cash
4026,,,4121026254,0,11-03-2022,794,2103,Pantai Hot Chilli Sauce 200 Ml,245,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,245,Cash
4027,,,4121026254,0,11-03-2022,794,16023200,Venkys Chicken&Cheese Nuggets 500Gms,316.98,6.00%,19.01,6.00%,19.01,-,-,-,-,-,-,27,PC,1,355,Cash
4028,,,4121026254,0,11-03-2022,794,4090000,Pro Nature Org Hima Wild Flower Honey 250,184.78,2.50%,4.61,2.50%,4.61,-,-,-,-,-,-,27,PC,1,194,Cash
4029,,,4121026255,0,11-03-2022,260,710,Yummiez Seekh Kabab 400Gm,232.16,6.00%,13.92,6.00%,13.92,-,-,-,-,-,-,27,PC,1,260,Cash
4030,,,4121026256,0,11-03-2022,100,19059029,Meiji Hello Panda Biscuit Strawberry 57 gm,84.76,9.00%,7.62,9.00%,7.62,-,-,-,-,-,-,27,PC,1,100,Cash
4031,,,4121026257,0,11-03-2022,115,,Hershey's,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
4032,,,4121026257,0,11-03-2022,115,,Hersheys Exotic Dark Blueberry 33 Gm,46.62,9.00%,4.19,9.00%,4.19,-,-,-,-,-,-,27,PC,1,55,Cash
4033,,Dunzo,4121026258,0,11-03-2022,100,,Shreenath Leek ,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
4034,,Dunzo,4121026258,0,11-03-2022,100,,Mushroom,50,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,50,Cash
4035,,,4121026259,0,11-03-2022,1297,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4036,,,4121026259,0,11-03-2022,1297,,Food Junction Prawns,790.48,2.50%,19.76,2.50%,19.76,-,-,-,-,-,-,27,PC,1,830,Cash
4037,,,4121026259,0,11-03-2022,1297,,Shan Biryani Masala,75,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,75,Cash
4038,,,4121026259,0,11-03-2022,1297,220210,Fanta 750Ml,33.9,9.00%,3.05,9.00%,3.05,-,-,-,-,-,-,27,PC,1,40,Cash
4039,,,4121026259,0,11-03-2022,1297,1902,Wai Wai Hakka Egg Noodle 200G,142.86,6.00%,8.57,6.00%,8.57,-,-,-,-,-,-,27,PC,4,40,Cash
4040,,,4121026259,0,11-03-2022,1297,1905,Fiesta Pizza Mini,90,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,45,Cash
4041,,,4121026259,0,11-03-2022,1297,19023090,Leong Masala Veg Hakka Noodles + Tastemaker 200 gm,64.3,6.00%,3.85,6.00%,3.85,-,-,-,-,-,-,27,PC,2,36,Cash
4042,,,4121026260,0,11-03-2022,20,220210,Coca Cola 250Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
4043,,,4121026261,0,11-03-2022,689,, Cavior Swiss Coffee,15.64,14.00%,2.18,14.00%,2.18,-,-,-,-,-,-,27,PC,1,20,Cash
4044,,,4121026261,0,11-03-2022,689,,fudge Cake,40,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,40,Cash
4045,,,4121026261,0,11-03-2022,689,,Bears,60,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,60,Cash
4046,,,4121026261,0,11-03-2022,689,220210,Coca Cola 250Ml,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
4047,,,4121026261,0,11-03-2022,689,220210,Fanta\Orange\Pet 250 Ml- 24,16.96,9.00%,1.52,9.00%,1.52,-,-,-,-,-,-,27,PC,1,20,Cash
4048,,,4121026261,0,11-03-2022,689,,Ghee Roast Masala,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
4049,,,4121026261,0,11-03-2022,689,,Paper Boat Buttermilk,20,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,20,Cash
4050,,,4121026261,0,11-03-2022,689,,Super Munchies Mango Chips,116.08,6.00%,6.96,6.00%,6.96,-,-,-,-,-,-,27,PC,1,130,Cash
4051,,,4121026261,0,11-03-2022,689,,Super Munchies Jackfruit 50 Gm,89.3,6.00%,5.35,6.00%,5.35,-,-,-,-,-,-,27,PC,1,100,Cash
4052,,,4121026261,0,11-03-2022,689,,Pintola Penut Organic Butter Crunchy Unsweeted,177.68,6.00%,10.66,6.00%,10.66,-,-,-,-,-,-,27,PC,1,199,Cash
4053,,,4121026261,0,11-03-2022,689,,Donut,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4054,,,4121026261,0,11-03-2022,689,,Snackits Cheese Crackers,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4055,,,4121026262,0,11-03-2022,345,,Shreenath Baby Spinach,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4056,,,4121026262,0,11-03-2022,345,,zorabian Chicken Mix Boneless 450gm,260,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,260,Cash
4057,,,4121026262,0,11-03-2022,345,1902,Fiesta Whole Wheat Pizza Base,55,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,55,Cash
4058,,,4121026263,0,11-03-2022,175,,Milky Mist Creem Cheese,175,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,175,Cash
4059,,,4121026264,0,11-03-2022,365,,Nutella,220,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,220,Cash
4060,,,4121026264,0,11-03-2022,365,,This ,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,10,Cash
4061,,,4121026264,0,11-03-2022,365,,This is Creamy coffee,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,10,Cash
4062,,,4121026264,0,11-03-2022,365,1806,Jolly Rancher Lollipop,4.48,6.00%,0.26,6.00%,0.26,-,-,-,-,-,-,27,PC,1,5,Cash
4063,,,4121026264,0,11-03-2022,365,710,Mccain Smiles 450 Gms,107.16,6.00%,6.42,6.00%,6.42,-,-,-,-,-,-,27,PC,1,120,Cash
4064,,,4121026265,0,11-03-2022,80,,Lollypop candy,70,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,35,Cash
4065,,,4121026265,0,11-03-2022,80,,chco cookies,10,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,5,Cash
4066,,,4121026266,0,11-03-2022,2380,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4067,,,4121026266,0,11-03-2022,2380,1803,Nutella Hazelnut Spread With Coca 350G,360.18,9.00%,32.41,9.00%,32.41,-,-,-,-,-,-,27,PC,1,425,Cash
4068,,,4121026266,0,11-03-2022,2380,,Kitkat Caramal Crisp 120gm,334.76,9.00%,30.12,9.00%,30.12,-,-,-,-,-,-,27,PC,1,395,Cash
4069,,,4121026266,0,11-03-2022,2380,,Brooksite Guava 90gm,135.6,9.00%,12.2,9.00%,12.2,-,-,-,-,-,-,27,PC,1,160,Cash
4070,,,4121026266,0,11-03-2022,2380,,SE Colombian Brew Hezelnut Coffee 100 Gm,296.62,9.00%,26.69,9.00%,26.69,-,-,-,-,-,-,27,PC,1,350,Cash
4071,,,4121026266,0,11-03-2022,2380,,SAAPPHIRE CASHEW,80,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,2,40,Cash
4072,,,4121026266,0,11-03-2022,2380,,ture elements cranberry,178.58,6.00%,10.71,6.00%,10.71,-,-,-,-,-,-,27,PC,1,200,Cash
4073,,,4121026266,0,11-03-2022,2380,,True Elements Dosa Trail Mix,250,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,250,Cash
4074,,,4121026266,0,11-03-2022,2380,1806,Almond Brital,118.66,9.00%,10.67,9.00%,10.67,-,-,-,-,-,-,27,PC,4,35,Cash
4075,,,4121026266,0,11-03-2022,2380,,Almond Brittle,350,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,350,Cash
4076,,,4121026267,0,11-03-2022,57,210690,Bikaji Bhujia Alu 200 Gms,50.9,6.00%,3.05,6.00%,3.05,-,-,-,-,-,-,27,PC,1,57,Cash
4077,,,4121026268,0,11-03-2022,964,,Frubbe Salted Almonds,330,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,330,Cash
4078,,,4121026268,0,11-03-2022,964,21069099,Orbit Sweetmint Sugar Free Chewing Gum,42.38,9.00%,3.81,9.00%,3.81,-,-,-,-,-,-,27,PC,1,50,Cash
4079,,,4121026268,0,11-03-2022,964,2008,Frubee Salted Almonds,379.48,6.00%,22.76,6.00%,22.76,-,-,-,-,-,-,27,PC,1,425,Cash
4080,,,4121026268,0,11-03-2022,964,1704,Skittles Wild Berry 33.6 gm,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
4081,,,4121026268,0,11-03-2022,964,,Cropino Carrot Cucumber Spread,92.38,9.00%,8.31,9.00%,8.31,-,-,-,-,-,-,27,PC,1,109,Cash
4082,,,4121026269,0,11-03-2022,35,,Hersheys chocolate milk shake,31.26,6.00%,1.87,6.00%,1.87,-,-,-,-,-,-,27,PC,1,35,Cash
4083,,,4121026270,0,11-03-2022,675,, Carry Bag Small,30,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,30,Cash
4084,,,4121026270,0,11-03-2022,675,,My Potato,120,0.00%,0,0.00%,0,-,-,-,-,-,-,27,PC,1,120,Cash
4085,,,4121026270,0,11-03-2022,675,2004,Tong garden garlic peanuts 70gm,44.66,6.00%,2.67,6.00%,2.67,-,-,-,-,-,-,27,PC,1,50,Cash
